movie,sentence,score
세븐,영화의 제작시점을 염두하더라도 명작반열에 오를 스릴러영화.젊을적 명배우들 연기를 보는것으로도 본전뽑는다.스릴러는 덤 ,8
첨밀밀,37살에 처음으로 이 영화를 봤네요.다른 시점들로 영화를 끝냈어도 각기 여운이 짙을 만큼 재밌게봤네요. 이 결말도 좋구요.서툴고 촌스러웠지만 인생에 한번 뿐인 젊고 찬란한 그 시절들이 생각나서 슬프면서도 즐거웠습니다. ,9
더 수어사이드 스쿼드,평점 조절합니다.깨알같은 웃음을 주려 노력 했지만 유치하고 지루한 영화로 기억하렵니다. ,1
더 수어사이드 스쿼드,어느 한놈도 도라희가 아닌이가 없다.간만에 잘뽑힌 디씨 ,7
모가디슈,류승완 감독님 영화 좋아하는데 역시나 류승완 감독님! 최고에요~! 재미있게 잘봤습니다 ,10
정글 크루즈,가슴을 설레게 하는 모험 영화 영상미 멋져 ,8
극장판 도라에몽: 진구의 신공룡,"일단 진구랑 친구들이 공룡 체험관에 갑니다 거기서 진구는 또 공룡이 아직까지 있다는 헛소리를 하고 비실이와 퉁퉁이와 내기를 합니다 눈알로 땅콩 먹기를 요 그리고 진구는 쿵쾅거리면서 집가에는데 달걀 큰게 있어서 그걸 주워서 도라에몽에게 타임보자기를 빌려서 시간을 돌립니다 그 후 공룡 2마리가 나오는데 큐랑 뮤라고 진짜 너무 귀여워요 큐는 초록색 공룡이고 뮤는 핑크 공룡입니다! 뮤는 활발하고 잘먹고 습득력(?) 이 높다고 해야하나 특출나지만 큐는 진구같습니다 날개가 있지만 날지도 못하고 밥도 잘 못먹습니다 그런 큐를 위해 공룡 박사님께 조언도 있고 잘 행겨줍니다 이런 부분에서 좀 저는 뭉클했어요 큐가 날기 위해서 날기 위한 방법을 누구보다 열정적으로 가르쳐주었습니다 엄마가 방에 무엇가 있나 싶어서 도라에몽의 도구인 크레파스( 빨간색과 흰색의 원를 그리면 둘이 위치가 바뀜) 그래서 지붕이랑 방을 했는데 지붕에 규랑 뮤를보고 사람들은 놀라죠 점점 크는 큐와 뮤가 살던 시대로 보내야한다는걸 처음에는 반대 했지만 결심하고 진구와 친구들은 그 시대로 갑니다!큐와 뮤의 동족을 열심히 찾으러가지만 낭더러지에서 발자국이 멈춥니다 어떤 흰 원숭이가 진구와 친구들을 감시합니다 퉁퉁 비실은 또 흰원숭이를 따라갑니다 흰원숭이는 알고보니 공룡박사였습니다 그곳에는 공룡 박제(?) 그런게 있었고 악당같았죠.. 진구와 친구들은 큐,뮤 동족을 찾았지만 운석이 떨어지기 시작하고 진구는 역사를 바꿀라고 합니다 거기서 시간 경찰들이 진구를 막습니다 하지만 그 박사도 알고보니 경찰 진구가 역사를 바꿀지 알수있는 도구를 사용했지만 아니여서 나두기로 합니다 진구는 공룡들을 지키기 위해서 어째저째 (여기는 재미를 위해 노코멘트) 어쨌든 해피 엔딩으로 끝났는데 마지막 그 박사멘트 듣고 진짜 눈물 흘렸어요 영화중간에 피스케가 진구를 구해주는것도 오지고 진짜 여태 코로나 터진 후 영화중 짱입니다 마지막 노래 끝나고 공룡이 곤충이 되는 그런 장면도 의미있고 감동적이였어요 마음이 뭉클에지고 따뜻해지는 영화입니다 ",10
어벤져스: 엔드게임,어벤저스 인피니티 사가의 끝 스티븐 로저스와 토니스타크를 멋지게 보내줌 ,10
그린 나이트,음악도 웅장하고 배경도 뭔가 몽환적이라 좋았습니다ㅎㅎ ,10
고령화 가족,가지 많은 나무에 바람 잘 날 없다 했다. 세상 모든 가족들은 저마다의 사연 속에 하루를 살아간다. ,10
블랙 위도우,태스크마스터 생각보다 활약이...그래도 블랙위도우에게 바치는 영화로는 좋았음 ,9
핵소 고지,"구하는 것은 죽이는 것보다 훨씬 어렵다. 물론 사람을 죽이는 것은 보통 어려운 일이 아니지만,전쟁터에서 아군이 아닌 적군마저 같은 사람이라는 이유로 목숨을 구한다. 날 죽일 수도 있을 적군마저 그에게는 그저 다친 사람으로만 보였을까? 마지막 힘을 짜내서 자신에게 총구를 겨눌 거라는 생각은 하지도 않았을까? ",10
더 수어사이드 스쿼드,오.. 잘 뽑음. 감독이 재능이 있음. ,10
아수라,형보찢 일대기. ,1
자토이치,"소네티네와 하나비를 보고, 이 작품을 보니, 너무나 수준이 떨어진다.기타노 감독은 왜 이렇게 만들어야만 했을까? ",4
더 수어사이드 스쿼드,잔인한거 싫어하시면 비추입니다... 전 너무 싫어해서....내용은 다른 리뷰들 참조하시면.... ,2
그린 나이트,최악..영화보다가  감독  욕하기도 처음 ,2
모가디슈,이국적인 배경이 신선했다 조인성이 오랜만에 잘 어울리는 역할을 맡은 느낌이었다 ,8
정글 크루즈,영상미와 스토리 박진감넘치는 액션까지 꼭 봐야할 영화 추천 ,10
더 수어사이드 스쿼드,확실히 b급영화의 느낌  데드풀 영화와 비슷한 느낌이며 데드풀을 재밌게봤다면 볼만할수도  개인적으로 나에겐 시간이 아까웠다  영화 좋았던 점은 중간중간 나온 개그는 유쾌했고ㅋ 액션촬영 기법이 신선한 것들이 있었던점  그저  아무생각없이 잔인하고 유쾌한 영화 킬링타임으로 보길원하는 사람들에게추천 ,2
모가디슈,정말오랜만에 웰메이드 영화! 박진감 긴장감 ㅡ ,10
모가디슈,정말 오랫만에 영화관에가서  돈 내고 봐도 아깝지 않은 한국영화다  코로나 때문에 객석에  사람이 많지 않을거라 생각햇는데 거리두기 제외하고 꽉 채웟다 다들 같은 생각들인것 같다 실화 라고 하니  더 뭉클 햇다 ,10
모가디슈,진짜 너무 재밌어요 별 기대 안하고 봤는데 남북 사람들이 같이 지내는것도 감동이고 완전 흥미진진쓰... ,10
모가디슈,생각보다 영상미도 뛰어나고 연기들도 장난아니게 좋음ㅋㅋ ,9
더 수어사이드 스쿼드,보다가 중간에 잤어요 B급 감성은 좋은데 엄청 산만하고 필요이상으로 잔인함..ㅠㅠㅜ쥐 공포증 있거나 고어한 거 못 보는 분들은 절대 보면 안 돼요. ,2
모가디슈,좌빨영화 류승완도 별거없네 ,4
극장판 도라에몽: 진구의 신공룡,저 도라에몽 좋아해서 전에 극장판 다 봤는대요 좀 기대하고 봤는데 노잼이네요 딱 초딩영화 끗. ,2
모가디슈,재미없음.추천안함. ,1
모가디슈,오랜만에 재밌는 영화를 봤습니다 ,10
먼 훗날 우리,샤오샤오도 같이 잘 됐으면 ㅠ ,10
그린 나이트,독특하고 신선했던 영화로 보면 볼수록 빠져 들었다 ,10
모가디슈,정만식 때문에 보고싶지않습니다. 페미들 농간도 모르는 남혐 동조자 정만식 안사요 ,1
모가디슈,잔잔한 영화지만 힘이 있는 영화인 것 같습니다..이런 위주의 영화를 많이 봤지만 지루하지 않는 영화였습니다. 무엇보다 구교환배우가 역시 신스틸러에 반했습니다. ,10
그린 나이트,a24 영화다웠던ㅎㅎㅎ ,10
모가디슈,기대보단 별루였어요평점8점이라고 생각하고 보시면될듯 ,8
담쟁이,시간을 돌리고 싶다~~ ,1
모가디슈,정만식 배우님계셔서 그냥 거릅니다. ,2
0.0MHz,신부님이 나와야 할 것만 같은데 ,4
모가디슈,최근에 본 한국영화중에 제일 재밌음. 같이 본 사람은 옆에서 울기도 함. ,10
꽃다발 같은 사랑을 했다,여운이 많이 남는 영화배우분들의 연기도 인상적이었습니다 ,10
담쟁이,정말그지같은 영화가지고 이게 어떻게가족영화냐동성연애영화지 정말짜증지대로네 돈아까워 죽겠네 진짜 ,2
원스 어폰 어 타임... 인 할리우드," 평생을 미국 문화 속에 살아온 내 세대만 해도 이해 못할 건 하나도 없다고 생각한다. 한 컷도 대충 만드는 법이 없는 타란티노의 연출도 여느때와 같고, 아무 것도 아닌 곳에서 끌어내는 긴장과, 카타르시스는 그냥 모든 면에서 즐거웠다. 앞으로 딱 한 작품만 연출하겠다는 게 너무 아쉽지만, 그를 좋아하는 관객, 그리고 출연하는 모든 배우들에게 있어 그는 선물 같은 사람이다. 이 이상 재밌는 영화를 만드는 감독은 아마 아주 오래 안나올 것이라 생각되어 슬프다.. ",10
더 수어사이드 스쿼드,지구는 슈퍼맨이 평화는 쥐가 구한다.이렇게 재미없을수가...졸리기까지... 시간 가는줄 알고 봤다. ,1
로건,진작에 이렇게 만들었어야 하는거 아닌가.. ,10
굿 다이노,딸이 아침에 일어나 보더니 대성통곡을 하고 보는데 너무 귀여웠네요 ,10
분노의 질주: 더 얼티메이트,"너무 많은 주연배우들과 너무 과한 농담, 어디 갈데까지 가보자 하는 액션이 모두 들어있다. 과하고 차고 넘친다. ",6
화양연화,과대평가된 쓰레기영화. ,3
아일라,눈물이 앞을가려 똑바로  볼수가 없을 정도로감동 영화 입니다 ,10
정글 크루즈,"요약하면, 캐래비안의 정글 : 인디애나 존스의 미이라해적 여행.매우 무의미하고 작위적인 설정들이 난무하니 아이큐만 100이 넘어도 어이가 없고 졸음이 몰려오는 영화CG랑 영상미때문에 2점 준다. ",2
원더 우먼,총알은 쇠고 방패는 자석임...그래서 방패들고 서있으면 다리 쏠 생각은 안하고 방패만 조지는거....아무튼 그런거임 ,10
모가디슈,잼나네요. 간만에~♡ ,10
라라랜드,평범해 보이는 것들이 영화의 마법을 만나면 가장 특별한 것이 된다. ,10
배틀로얄,"신파극이 들어가고 눈물이나와야 명작으로 인정하며, 원초적인 재미는 못배운것으로 여기는 한국인들에게는 인정하기 버거운영화 ",9
더 수어사이드 스쿼드,"역시 .,, 할리퀸이 다했다 스토리 영상미모두 굿굿 ",10
악마는 프라다를 입는다,앤 해서웨이 이쁘고 메릴 스트립의 연기도 좋다. 그래서 각각 1점씩 2점 준다. 평점이 낮은 이유는 개인적으로 술 먹고 취해서 아무하고나 자는 여자를 안좋아하기 때문이다. 그만큼 극중 앤디의 캐릭터에 몰입했기 때문이랄까 ,2
모가디슈,볼만했어요 ,8
옥자,짝짓기가 아니라 성폭행 ,1
히트맨,진심 다들 댓글알반가 평점보고 놀람..너무 억지로 웃음을 끌어내려는 게 뻔해서 오히려 재미없었음 진지할땐 진지하고 웃길땐 웃겼으면 좋았겠지만 그런거 상관없이 무작정 웃음포인트를 억지로 짜내느라 몰입이 깨짐..뇌빼고 보려면 추천 ,1
제8일의 밤,난잡함이란 이런것... ,4
더 수어사이드 스쿼드,와 이게 별이 8이 넘는다고 각자 취향이니 어쩔 수 없지만내 돈 시간이 너무 아까웠다내용의 개연성이 너무 없다. 그냥 스토리는 없다고 보면 되고 웃기려는 대사와 감동주는 대사에서 전혀 감정이입이 안된다. 영상미만 화려하지만 돈내고 볼 영화는 아니다. 분명히 경고했다 ,2
매트릭스,매트릭스 - 존 윅 - 매트릭스 어렸을 때 매트릭스 보고 커서 존 윅 본 뒤 다시 매트릭스 보면 진정한 트리니티 ,10
버드 박스,재밌게 잘 봤습니다 감사합니다 ,8
모가디슈,류승완감독과 김윤석믿고 보러갔다가 조인성의 연기에 치입니다 스토리 연출 모두 천재류승완.. 한국영화에 간만에 재밌는 작품! ,10
모가디슈,장난하나? 내용도 없고~~ ,2
내겐 너무 소중한 너,와 아무생각없이 보았는데 눈물 줄줄 아이연기를 어쩜 그리 잘하는지  대단 !! ,10
모가디슈,기대하지 않고 봤는데 생각보다 잼났네요반군들과 싸우는 장면을 생생하게 잘 표현한것 같아보는 맛이 있었네요.여기자들의 연기들도 좋았습니다.실화라니 감동도 있었네요. ,9
모가디슈,농담아니라 진짜 별로.. ,1
모가디슈,신파없고 지루함없이 잘표현해냄.억지없음 ,10
디바,감독이 편집 다시 배워야 할듯 뭐가 실제고 환각인지 모르게 하면 어쩌자는거임? 남자코치와 매니지먼트 사장은 죽은거야 산거야?ㅡㅅㅡ^ ,2
모가디슈,진짜 아무생각없이  남는시간에 남는  영화가 그시간밖에없어서 봤는데 오  몇년만에  진짜 괜찮은 영화  와우ㅋ진짜 후기 안쓰지만  남겨요 추천영화ㅋ ,10
더 수어사이드 스쿼드,시끄럽다22221292222 ,1
빽 투 더 퓨쳐,"우연히 채널돌리다가 1,2,편 다고고 3편 지긍 시작너무 재밌고 진짜 지금봐도 탄탄한 이야기 ",10
모가디슈,코로나 시국에 개봉만 안했어도 1천만 관객 충분했을듯 ,10
모가디슈,또 빨갱이영화라고 하면 좀 글치? 이시국에 또또..북한 남한이 나뉜이유가 다른나라때문이라는 메세지를 전하려고 했던건가? 우리의 주적은 북한이고 최근 간첩활동했던 종북세력이 잡혀들어갔는데 거기에 대한 반문 영화인가? 무튼 빨갱이영화니 좌파들만 보시길.. 선동영화 지겹다 ,1
모가디슈,아..너무재미있는데요ㅠ ,10
모가디슈,코로나만 아니였으면 진짜 대박났을듯.. ,10
모가디슈,오랜만에 영화같은 영화를 봄. ,8
모가디슈,예고편도 안봤고 기대없이 관람했는데 배우님들 연기력이.. 장난 아니였고 실화라는거에 더 놀라웠음 ㅜㅜ 정만식배우님 연기 대박이에요 화이팅! ,10
모가디슈,캬~~기대없이 봤는데 잼나게 봤어요~연기 스토리 다 훌륭합니다 ㅎ ,10
하이큐!! 끝과 시작,카게야마 토비오 카게야마토비오 카게야마토비오 카게야마토비오 카게야마토비오 카게야마토비오 카게야마토비오 카게야마토비오 카게야마토비오 카게야마토비오 카게야마 ,10
모가디슈,억지감동 노잼액션 보지마세요 ,2
모가디슈,친구랑 둘이봤는데  시간 가는줄 몰랐어여 ,10
피닉스,마지막이 너무 인상깊었습니다. ,10
그린 마일,세시간동안  울었슴 감동과 슬픔때메 ,10
모가디슈,생존이 체재보다 우선이다 ,10
모가디슈,내용 하나도 모르고봤는데 완전 심장 쫄깃합니다! 완전 강추해요!!! ,10
블랙 호크 다운,모가디슈 보고 보고싶어서 봄. 20년 전인데 미친 연출력. 집요함이 느껴질 정도. 톰 하디 올랜도블룸 등 이제는 유명해진 배우들의 풋풋한 조연 모습도 재밌다. 미국 영웅 감성은 지금도 이해하기 어렵다. 그게 미국의 멋이지만 그래도 산 사람은 살아야 하지 않을까. ㅋ ,9
더 수어사이드 스쿼드,"쥐들의 반란, 계속되리라.. ",10
이터널 선샤인,추억의 낙태를 경험하는 기분이 들었다 ,10
유전,"의식, 기이한 영화 하면 아리에스터 감독 ",8
